building_id,location_rating_MIKRAT_W,location_rating_IMAGE_W,location_rating_FZ_W,location_rating_DL_W,location_rating_NASE_W_DOM,location_rating_FGFRQZ
2393,3.2,4.0,3.9,4.0,8.0,3.0
5803,2.9,2.1,4.0,1.0,6.0,1.0
2208,3.1,1.1,3.9,4.1,2.0,1.0
1718,3.8,3.9,4.0,2.9,7.0,1.0
647,3.7,3.1,4.0,4.0,9.0,1.0
7376,2.6,1.1,1.0,2.1,1.0,1.0
1839,2.2,1.1,3.0,4.0,1.0,1.0
3052,3.3,4.0,5.0,4.9,9.0,4.0
5574,2.2,1.1,3.0,1.0,1.0,1.0
7476,3.4,4.0,5.0,4.0,9.0,1.0
17732,2.2,1.2,3.9,2.9,5.0,1.0
3358,2.7,1.2,4.0,3.0,,1.0
1268,3.2,4.0,3.9,4.0,9.0,1.0
5308,2.9,1.6,5.0,4.0,9.0,1.0
2230,3.7,2.9,4.0,4.0,9.0,1.0
962,2.9,4.0,3.0,1.0,7.0,1.0
15915,3.5,3.0,4.0,4.1,5.0,1.0
5611,2.7,1.1,4.1,4.0,1.0,1.0
6624,2.7,1.2,3.0,2.0,6.0,1.0
1196,2.2,1.2,3.0,2.0,,1.0
1434,2.6,1.1,3.0,3.0,1.0,1.0
2926,3.6,4.0,4.0,5.0,9.0,5.0
3367,3.8,3.0,4.0,5.0,9.0,5.0
740,3.7,4.0,3.1,2.0,9.0,1.0
173,2.9,1.2,3.0,4.0,3.0,1.0
5726,3.0,1.2,4.0,4.0,2.0,1.0
2129,3.4,2.9,4.9,5.0,3.0,1.0
482,3.3,1.2,4.1,3.0,2.0,1.0
507,3.2,3.0,3.0,2.1,5.0,1.0
921,3.4,3.0,4.0,3.0,9.0,1.0
6902,3.6,4.0,4.0,3.0,9.0,1.0
82,3.4,3.0,3.0,4.1,9.0,1.0
670,3.3,3.0,3.9,1.0,4.0,1.0
1342,2.7,1.2,4.0,4.0,2.0,1.0
1440,4.0,4.0,4.0,4.1,9.0,1.0
794,3.2,3.0,4.9,4.0,9.0,2.0
1941,2.6,3.0,4.0,2.0,3.0,1.0
1304,3.6,4.0,4.0,5.0,9.0,5.0
1198,3.1,2.9,3.0,1.9,6.0,1.0
2238,4.2,4.0,5.0,4.1,9.0,1.0
5093,3.8,4.1,2.9,3.0,9.0,2.0
1674,2.8,1.2,4.0,2.1,5.0,1.0
635,3.7,3.0,4.0,3.1,3.0,1.0
602,3.0,3.0,3.0,2.0,6.0,1.0
2833,4.7,4.1,4.0,5.0,9.0,5.0
283,3.1,3.0,3.0,4.0,6.0,1.0
17197,3.5,1.1,4.1,4.9,3.0,1.0
1383,3.5,2.9,4.0,4.0,6.0,1.0
1141,4.1,4.0,4.9,4.0,9.0,2.0
1792,2.9,4.0,3.1,1.9,9.0,1.0
412,3.7,3.1,4.0,2.0,7.0,1.0
373,4.0,4.1,3.9,4.0,9.0,4.0
2060,3.3,3.0,3.0,1.1,9.0,1.0
1755,2.8,1.0,4.0,4.1,1.0,1.0
2356,4.0,4.0,4.0,4.9,8.0,1.0
816,3.0,3.0,4.0,3.0,9.0,1.0
669,3.1,1.2,4.0,4.0,2.0,1.0
18196,3.2,1.2,2.0,4.0,3.0,1.0
17989,4.2,4.0,3.0,5.0,9.0,2.0
3014,2.9,3.0,4.0,3.0,2.0,1.0
18250,3.5,3.0,2.0,4.0,3.0,1.0
5251,3.6,3.0,4.1,3.0,3.0,1.0
1991,3.8,3.0,4.0,4.9,5.0,1.0
1185,3.8,3.0,4.9,4.9,9.0,1.0
1951,3.4,3.0,3.9,4.0,9.0,1.0
1431,4.0,4.0,3.0,5.0,9.0,5.0
1751,2.9,1.2,3.9,2.9,1.0,1.0
3278,4.2,4.1,4.0,4.0,8.0,1.0
2918,2.9,1.2,4.0,3.0,2.0,1.0
3455,4.1,4.1,3.9,2.9,6.0,1.0
5065,2.5,1.1,3.0,1.9,1.0,1.0
3113,3.3,3.0,3.9,1.0,5.0,1.0
5316,4.0,4.1,3.0,5.0,9.0,1.0
1188,3.5,3.1,3.1,2.9,7.0,1.0
1326,4.6,4.1,3.0,4.9,9.0,3.0
5475,4.2,4.0,3.0,4.9,9.0,1.0
1716,3.5,3.0,4.0,3.0,1.0,1.0
5736,3.6,3.9,1.9,4.0,9.0,1.0
2373,3.2,2.1,4.0,4.0,,1.0
1657,3.0,3.0,2.0,3.0,3.0,1.0
1587,2.3,1.1,3.0,2.0,1.0,1.0
1735,2.7,1.1,4.1,4.0,1.0,1.0
16107,3.1,1.1,4.9,4.0,3.0,4.0
2210,4.1,3.9,4.0,3.0,8.0,1.0
974,2.7,3.0,3.0,1.0,6.0,1.0
1004,3.8,4.1,3.1,3.0,9.0,1.0
757,3.6,3.0,4.1,4.0,9.0,1.0
6018,2.7,1.2,3.9,3.0,2.0,1.0
5218,3.9,2.9,3.0,5.0,9.0,1.0
1549,3.2,1.2,4.0,2.0,3.0,1.0
5664,4.4,4.0,4.9,5.0,9.0,3.0
7198,3.3,3.0,4.0,2.0,9.0,1.0
16300,3.3,3.0,3.1,3.0,9.0,1.0
2351,4.0,4.0,4.0,4.0,9.0,1.0
2070,3.0,1.2,2.0,2.0,5.0,1.0
250,4.2,4.1,4.0,4.0,9.0,2.0
2020,2.8,1.2,4.0,2.0,3.0,4.0
1787,3.5,4.0,3.0,1.9,6.0,1.0
5813,4.4,5.0,3.0,1.0,8.0,1.0
5151,3.5,4.0,3.0,5.0,9.0,2.0
5445,4.1,4.0,3.0,5.0,7.0,2.0
17720,2.8,1.1,4.0,1.0,1.0,1.0
6605,2.9,1.1,3.0,2.0,4.0,1.0
48,3.2,3.9,4.0,4.9,6.0,1.0
1247,3.2,3.0,3.0,2.1,9.0,1.0
17192,3.6,2.9,4.1,4.0,4.0,1.0
5877,3.9,4.0,3.0,3.0,9.0,4.0
560,3.7,4.0,4.0,3.9,6.0,1.0
2082,2.7,3.0,4.0,1.0,3.0,1.0
5385,4.1,4.0,3.0,4.0,5.0,1.0
572,4.0,4.0,4.9,4.0,9.0,1.0
2268,4.2,4.1,4.0,3.0,9.0,1.0
6635,2.6,1.2,3.0,2.0,3.0,1.0
164,3.0,1.0,4.0,3.0,2.0,1.0
3185,3.6,4.1,5.0,4.9,9.0,2.0
850,2.5,1.1,3.0,2.1,3.0,1.0
1008,2.3,1.2,4.0,2.0,2.0,1.0
1847,3.9,4.2,4.0,5.0,9.0,2.0
2886,4.0,4.0,4.9,5.0,8.0,4.0
6809,4.1,4.1,3.0,5.0,9.0,2.0
1328,4.1,3.0,4.0,5.0,9.0,3.0
16362,3.8,3.0,2.0,5.0,9.0,1.0
3265,4.0,4.1,3.9,2.0,9.0,1.0
459,4.3,4.0,5.0,5.0,9.0,4.0
3354,4.3,4.0,4.1,5.0,9.0,3.0
2401,2.9,3.0,3.0,2.0,9.0,1.0
15110,3.9,4.1,3.0,3.0,9.0,1.0
846,3.5,1.2,4.0,4.9,2.0,1.0
656,2.8,3.0,3.1,1.0,3.0,1.0
6315,3.0,3.1,4.0,4.1,9.0,2.0
1193,2.5,1.1,3.0,2.0,2.0,1.0
1791,2.8,4.0,3.1,1.1,9.0,1.0
5974,3.6,3.0,2.0,4.0,9.0,1.0
18278,3.0,4.0,3.0,1.0,9.0,1.0
1081,3.4,2.9,4.1,4.0,3.0,1.0
1604,2.7,1.1,3.0,2.1,2.0,1.0
401,3.2,3.0,4.0,2.0,9.0,1.0
5257,3.1,1.0,1.9,4.1,1.0,1.0
1105,3.8,4.2,3.0,4.0,9.0,1.0
131,3.5,3.0,4.0,4.0,5.0,1.0
808,2.6,1.2,4.0,4.0,5.0,1.0
1320,4.3,4.0,5.0,5.0,9.0,3.0
2169,3.2,3.0,3.0,4.0,4.0,1.0
6107,3.8,4.0,2.0,4.0,9.0,1.0
2934,4.5,4.0,3.1,5.0,3.0,2.0
931,3.0,1.0,4.0,4.0,2.0,1.0
16348,3.8,3.0,2.0,5.0,9.0,1.0
3376,3.2,3.1,4.0,4.0,4.0,1.0
3260,3.4,4.0,4.0,5.0,9.0,2.0
1291,4.0,3.1,3.0,5.0,9.0,3.0
2098,3.9,4.0,3.0,4.9,3.0,1.0
115,,,,,,
1327,4.3,4.1,4.1,5.0,9.0,3.0
2990,2.6,1.2,3.0,3.0,5.0,1.0
1441,3.5,3.0,3.1,4.0,9.0,1.0
1877,4.4,5.0,4.0,2.0,9.0,1.0
2324,3.5,3.0,4.9,4.0,9.0,1.0
2068,4.1,4.0,4.0,5.0,9.0,5.0
4938,4.2,4.1,3.0,5.0,9.0,3.0
1010,2.5,1.2,3.0,1.0,1.0,1.0
2797,3.9,4.1,4.9,2.0,9.0,1.0
5265,2.6,1.0,2.0,4.9,3.0,1.0
2791,3.5,4.1,4.0,5.0,9.0,5.0
2803,3.5,3.1,4.0,2.0,6.0,1.0
366,3.7,4.1,3.9,3.0,9.0,3.0
950,3.3,3.0,3.1,2.0,9.0,1.0
2073,4.1,4.0,3.9,4.9,9.0,1.0
1693,4.0,4.1,4.0,4.0,9.0,1.0
7226,3.4,3.0,4.0,2.0,9.0,1.0
1260,4.0,3.0,4.0,5.0,3.0,3.0
15978,3.5,1.1,4.0,5.0,1.0,1.0
709,4.4,4.1,4.0,4.1,9.0,1.0
2086,3.9,3.9,4.0,3.0,7.0,1.0
141,3.4,4.0,4.0,2.0,7.0,1.0
2894,4.6,4.1,4.0,5.0,9.0,5.0
1744,3.0,3.0,4.0,4.0,3.0,1.0
904,3.2,3.1,2.1,4.0,9.0,1.0
719,4.0,3.1,4.0,4.0,9.0,1.0
2985,4.4,4.0,4.9,5.0,9.0,2.0
18215,4.1,4.0,4.0,5.0,9.0,2.0
1072,3.4,2.9,4.0,2.0,1.0,1.0
1652,3.6,4.1,3.1,3.0,9.0,1.0
3255,2.7,1.2,4.0,2.0,1.0,1.0
1770,3.1,3.1,3.0,4.0,8.0,1.0
2006,3.0,3.0,2.0,3.0,5.0,1.0
2895,3.8,4.0,4.0,4.0,1.0,2.0
3338,3.5,3.0,4.0,4.0,1.0,1.0
1881,3.3,3.0,4.0,4.1,9.0,1.0
5031,3.8,3.1,2.9,5.0,9.0,2.0
371,4.1,4.1,3.0,2.9,8.0,1.0
1161,3.4,3.0,3.0,1.0,6.0,1.0
1609,3.4,4.0,4.0,5.0,9.0,1.0
2253,3.3,1.2,4.0,4.0,3.0,1.0
967,2.6,3.0,3.0,1.0,6.0,1.0
17170,2.7,1.2,4.0,3.0,9.0,1.0
1831,4.3,4.1,3.0,5.0,8.0,4.0
15332,3.5,4.1,2.9,4.9,9.0,2.0
584,3.6,3.9,4.0,2.9,5.0,1.0
1982,4.2,3.0,4.0,4.9,9.0,1.0
16219,3.2,4.0,4.0,4.0,9.0,2.0
7331,2.8,1.1,3.0,2.0,2.0,1.0
1289,3.2,4.0,4.9,4.1,9.0,2.0
7371,2.8,1.0,3.0,2.0,1.0,1.0
6486,3.8,4.0,2.0,4.1,9.0,1.0
5116,4.3,4.0,4.0,5.0,9.0,2.0
2000,3.2,1.2,4.1,4.1,1.0,1.0
2103,3.4,2.9,3.0,2.0,2.0,1.0
915,3.4,2.9,4.0,2.9,5.0,1.0
5275,3.1,1.0,1.9,4.1,1.0,1.0
500,3.7,3.0,3.9,4.0,3.0,1.0
5198,3.5,3.0,3.9,2.0,9.0,1.0
2442,2.9,1.1,3.1,4.0,1.0,1.0
793,3.5,3.0,5.0,4.1,3.0,1.0
1939,3.6,3.0,4.0,4.0,6.0,1.0
612,3.3,3.0,3.9,3.0,6.0,1.0
2182,3.2,4.0,3.1,5.0,9.0,3.0
16970,3.8,3.0,4.0,2.0,2.0,1.0
17176,2.8,1.2,4.0,3.0,1.0,1.0
7487,4.0,4.0,4.0,3.0,8.0,1.0
1513,3.2,3.0,4.0,3.0,6.0,1.0
841,3.8,4.0,3.1,4.0,9.0,1.0
1354,2.6,1.2,4.0,4.0,1.0,1.0
16322,4.2,4.1,3.0,5.0,9.0,3.0
3270,4.2,4.1,3.9,2.0,8.0,1.0
997,3.0,4.0,3.1,2.0,9.0,1.0
1084,2.4,3.0,3.1,1.0,6.0,1.0
660,3.7,4.0,4.1,2.1,5.0,1.0
1569,3.5,3.1,4.0,4.0,8.0,1.0
5238,3.7,3.1,3.0,5.0,9.0,1.0
636,3.8,3.9,4.0,3.1,7.0,1.0
1807,2.8,1.2,2.0,4.0,1.0,1.0
541,3.9,3.0,3.1,5.0,9.0,2.0
2340,4.1,4.1,3.0,5.0,9.0,2.0
2165,3.3,3.0,3.0,1.1,2.0,1.0
6563,3.6,3.1,1.9,3.9,9.0,1.0
16689,3.5,3.0,2.0,4.0,4.0,1.0
1821,3.4,3.0,2.0,3.0,4.0,1.0
1859,3.9,4.0,2.9,4.0,9.0,1.0
17930,3.5,2.9,3.9,4.0,5.0,2.0
7492,4.0,4.0,4.0,3.0,8.0,1.0
458,3.6,3.1,3.9,3.0,9.0,1.0
5220,3.9,2.9,3.1,5.0,9.0,2.0
2115,3.3,1.1,3.1,4.0,3.0,1.0
561,3.7,4.0,4.0,3.9,6.0,1.0
16709,3.6,3.0,2.0,3.9,4.0,1.0
17157,2.5,1.2,3.1,3.0,9.0,1.0
2912,4.2,4.0,4.0,4.9,9.0,2.0
15906,3.4,3.0,4.0,4.1,5.0,1.0
4982,3.5,4.1,3.0,5.0,9.0,5.0
2052,3.4,3.0,4.0,4.0,9.0,1.0
1785,3.0,3.0,3.1,1.1,3.0,1.0
16,3.9,3.9,4.9,4.0,3.0,1.0
180,2.9,1.2,4.0,5.0,1.0,1.0
514,2.7,1.1,4.0,3.0,2.0,1.0
5967,3.6,3.0,2.0,4.0,9.0,1.0
671,3.4,3.0,3.9,1.0,4.0,1.0
2338,4.6,5.0,4.9,4.0,4.0,4.0
2255,3.5,1.1,4.9,4.0,1.0,1.0
5462,3.7,4.0,4.0,3.9,8.0,1.0
958,2.7,4.0,3.0,1.0,7.0,1.0
2298,3.7,3.1,3.9,4.0,9.0,1.0
833,2.9,1.2,4.0,4.0,4.0,1.0
3405,3.0,3.0,3.0,5.0,6.0,2.0
7463,2.7,1.0,3.0,2.0,4.0,1.0
1322,2.6,3.0,2.0,4.0,3.0,3.0
1249,3.2,3.0,3.0,2.1,9.0,1.0
2479,3.3,3.0,4.0,2.0,2.0,1.0
577,2.7,1.2,4.0,2.0,2.0,1.0
263,4.0,4.1,4.0,4.1,9.0,2.0
1764,4.2,4.1,4.0,4.1,9.0,3.0
1628,3.4,2.9,4.0,4.0,3.0,1.0
6041,3.4,1.1,4.9,5.0,3.0,1.0
18263,3.7,4.0,3.0,2.0,9.0,1.0
1111,2.9,3.0,2.1,1.9,4.0,1.0
1581,2.4,1.2,3.1,2.0,2.0,1.0
17158,2.7,1.2,4.0,3.0,9.0,1.0
5993,3.6,3.0,1.1,4.0,9.0,1.0
5654,3.6,3.0,3.0,4.1,9.0,1.0
7250,3.3,2.9,3.0,3.1,1.0,1.0
837,3.2,3.0,3.1,2.0,3.0,1.0
3197,4.2,4.1,4.0,4.0,8.0,1.0
509,3.8,3.0,4.1,2.0,8.0,1.0
4935,3.9,4.0,2.0,4.9,9.0,2.0
1539,3.2,2.9,3.0,3.0,9.0,1.0
1800,3.2,3.0,3.1,1.0,8.0,1.0
172,3.0,2.9,3.0,4.0,5.0,1.0
2831,4.2,4.0,4.0,5.0,9.0,4.0
16346,3.8,3.0,2.0,5.0,9.0,1.0
18251,3.7,3.9,2.0,4.0,9.0,1.0
2290,4.2,4.1,4.1,5.0,9.0,1.0
17101,3.6,3.0,4.0,3.1,3.0,1.0
2093,3.1,1.1,4.9,4.0,6.0,1.0
5734,3.9,4.0,2.9,5.0,9.0,1.0
5332,3.4,3.9,3.0,4.1,9.0,3.0
1255,3.0,1.2,4.0,2.0,2.0,2.0
2037,3.8,3.0,4.1,4.0,2.0,1.0
364,2.8,1.2,4.0,3.0,9.0,1.0
2166,3.3,3.0,3.0,1.1,5.0,1.0
1752,2.9,1.2,4.0,3.0,1.0,1.0
2263,4.3,4.1,4.0,4.1,9.0,1.0
16731,3.8,4.0,2.0,4.0,9.0,1.0
720,3.0,1.2,4.0,2.0,2.0,1.0
5741,3.8,4.1,5.0,3.0,9.0,1.0
936,3.0,1.2,4.0,4.0,9.0,1.0
557,3.3,3.0,4.0,2.0,3.0,1.0
3415,2.8,1.2,4.0,1.0,3.0,1.0
2906,3.5,3.1,5.0,4.0,9.0,1.0
6802,4.1,4.1,3.0,5.0,9.0,2.0
2383,3.9,4.1,4.0,5.0,9.0,2.0
204,3.2,3.0,3.9,1.9,2.0,1.0
900,2.3,1.0,3.0,2.0,3.0,1.0
1183,2.8,1.2,4.0,4.0,3.0,1.0
6822,4.1,4.1,3.0,5.0,9.0,2.0
335,3.7,4.0,3.1,2.0,9.0,1.0
17163,2.8,1.2,4.0,4.0,1.0,1.0
3445,4.2,4.1,4.0,2.1,9.0,1.0
2136,3.6,3.0,3.1,4.0,9.0,1.0
17738,2.2,1.2,3.9,3.0,5.0,1.0
479,3.2,3.0,3.0,2.1,7.0,1.0
4961,4.0,4.0,2.9,4.9,9.0,4.0
968,2.6,3.0,3.0,1.0,6.0,1.0
421,3.6,3.1,4.0,2.9,8.0,1.0
2475,2.3,3.0,3.0,2.1,3.0,1.0
464,3.6,3.0,4.0,4.0,9.0,1.0
471,3.5,3.0,4.0,2.0,3.0,1.0
943,3.4,4.1,3.0,3.0,9.0,3.0
1129,3.9,4.1,2.1,4.0,9.0,1.0
2982,3.9,4.0,4.0,5.0,9.0,5.0
16701,3.6,3.0,2.0,3.9,4.0,1.0
17007,3.7,4.0,4.0,3.0,9.0,1.0
5789,2.3,1.2,3.1,4.0,1.0,1.0
1464,2.7,1.1,3.0,1.0,3.0,1.0
451,3.9,4.1,3.1,2.0,9.0,1.0
17169,2.8,1.2,3.9,2.9,9.0,1.0
2873,2.4,1.2,3.9,4.0,1.0,1.0
2259,3.7,4.0,4.0,5.0,9.0,2.0
16551,3.0,3.1,1.1,2.1,8.0,1.0
972,2.7,3.0,3.0,1.0,6.0,1.0
3427,4.0,4.1,3.9,2.0,8.0,2.0
15266,3.6,4.1,3.0,4.9,9.0,1.0
5136,4.2,4.0,3.0,5.0,9.0,1.0
161,3.6,3.0,3.9,3.9,4.0,1.0
5187,3.2,3.1,2.9,4.0,9.0,1.0
1449,2.6,1.2,3.0,3.9,1.0,1.0
7401,2.6,1.1,1.0,2.1,1.0,1.0
3254,2.7,1.2,4.0,2.0,1.0,1.0
753,3.6,3.0,4.0,4.0,9.0,1.0
3147,4.2,4.1,4.0,5.0,9.0,3.0
1325,4.2,4.0,5.0,5.0,8.0,2.0
1725,3.1,1.1,4.0,4.9,3.0,1.0
1148,2.6,1.1,4.0,2.1,,1.0
2128,3.4,3.1,4.0,4.0,9.0,3.0
7256,3.2,2.9,3.0,2.9,1.0,1.0
519,4.2,4.0,4.0,5.0,7.0,1.0
16336,4.2,4.1,3.0,5.0,9.0,3.0
3127,3.1,1.2,4.1,2.0,3.0,1.0
1323,3.6,3.0,5.0,5.0,3.0,4.0
2041,3.5,4.1,3.0,3.1,5.0,1.0
2361,2.3,1.1,3.0,1.0,3.0,2.0
638,3.7,3.0,4.0,3.1,3.0,1.0
17037,3.4,3.0,4.0,3.1,3.0,1.0
2896,4.5,4.1,4.0,5.0,8.0,5.0
1063,2.3,1.2,3.0,2.0,2.0,1.0
2519,3.4,4.0,4.0,2.0,5.0,1.0
1811,2.5,1.0,4.0,3.0,2.0,1.0
1888,3.8,3.9,4.0,2.1,9.0,1.0
1115,2.4,1.2,2.9,1.9,6.0,1.0
5253,3.6,3.0,4.1,3.0,3.0,1.0
6757,2.8,1.2,4.1,4.1,6.0,1.0
6735,3.5,3.0,3.9,4.0,4.0,5.0
17,3.9,3.9,4.9,3.0,3.0,1.0
1827,3.4,3.0,4.0,4.1,3.0,1.0
1302,2.6,1.2,4.0,5.0,3.0,3.0
2176,4.4,3.0,4.0,4.0,9.0,1.0
72,2.7,3.0,3.9,3.0,7.0,1.0
517,2.7,1.0,4.0,3.0,1.0,2.0
1897,2.4,1.2,3.0,2.0,3.0,1.0
3305,3.4,3.1,3.9,1.0,9.0,1.0
7415,2.7,1.1,1.0,2.1,1.0,1.0
934,3.0,1.0,4.0,4.0,2.0,1.0
3068,3.4,3.0,3.1,2.1,4.0,1.0
281,3.6,3.0,4.0,4.0,9.0,1.0
726,3.3,3.0,4.0,1.0,3.0,1.0
6285,4.0,4.0,4.0,5.0,3.0,1.0
2858,3.9,4.1,4.0,4.9,9.0,4.0
3429,4.6,5.0,4.0,2.0,9.0,1.0
2984,3.9,4.0,2.0,4.1,9.0,2.0
28,3.3,3.0,4.0,2.1,9.0,1.0
744,3.8,4.0,3.1,2.0,9.0,1.0
111,3.5,2.9,4.0,5.0,6.0,1.0
3315,2.8,1.2,3.0,4.0,3.0,1.0
1803,3.3,4.0,4.9,4.9,9.0,2.0
4857,3.1,4.0,3.0,3.0,9.0,5.0
3390,3.5,3.0,4.0,5.0,9.0,1.0
1561,2.7,1.2,4.0,1.0,6.0,1.0
2900,3.9,3.1,4.0,4.0,9.0,1.0
1829,3.6,4.0,1.9,3.0,9.0,2.0
3408,3.0,1.1,4.0,4.0,1.0,1.0
2264,3.7,4.0,4.0,4.1,9.0,4.0
5938,3.6,3.0,3.0,5.0,1.0,2.0
1104,3.2,4.0,4.0,3.0,8.0,3.0
6539,3.5,3.0,3.0,3.9,8.0,1.0
163,3.6,3.0,3.9,3.9,9.0,1.0
1310,4.2,4.0,3.0,5.0,9.0,4.0
15008,3.4,3.0,4.0,4.0,6.0,1.0
6195,2.7,1.2,4.0,3.1,4.0,1.0
728,2.5,3.0,4.0,1.0,6.0,1.0
1365,3.0,3.0,3.1,3.0,9.0,1.0
2986,2.7,3.0,3.9,2.1,9.0,1.0
2151,3.3,4.0,4.0,3.9,9.0,1.0
1168,3.8,4.0,4.0,1.9,9.0,1.0
1514,3.2,3.0,3.9,2.9,1.0,1.0
490,3.9,4.0,4.0,2.9,9.0,2.0
2049,3.5,1.2,3.0,4.9,1.0,1.0
2402,2.6,1.1,4.0,2.0,3.0,1.0
2292,4.0,1.5,4.0,5.0,3.0,3.0
5449,3.2,4.1,3.0,4.1,8.0,2.0
959,2.7,4.0,3.0,1.0,7.0,1.0
17180,2.9,1.2,4.0,3.9,1.0,1.0
2921,4.5,4.0,4.0,5.0,9.0,1.0
7497,3.8,4.0,4.0,3.9,7.0,1.0
664,3.1,3.0,3.1,1.0,4.0,1.0
526,4.1,4.1,4.0,4.1,9.0,2.0
356,2.8,1.1,4.0,4.0,1.0,1.0
2547,2.8,1.2,3.1,3.0,6.0,1.0
2024,3.7,4.1,3.0,4.0,9.0,1.0
6054,3.3,1.2,3.0,4.1,3.0,1.0
1085,2.9,3.0,2.0,2.0,4.0,2.0
178,2.7,1.2,3.0,3.1,2.0,1.0
3403,3.0,3.0,3.0,5.0,6.0,2.0
1295,4.2,4.0,5.0,5.0,9.0,2.0
2988,4.2,4.0,3.9,4.9,9.0,1.0
1264,4.1,4.0,5.0,5.0,9.0,2.0
2989,4.6,4.0,5.0,5.0,9.0,2.0
1782,3.9,4.1,4.0,3.0,9.0,1.0
17178,2.7,1.2,4.0,3.0,1.0,1.0
820,3.5,4.0,4.0,4.1,9.0,1.0
6297,2.9,1.0,5.0,4.9,3.0,2.0
16654,3.7,4.2,3.0,2.0,8.0,1.0
16351,3.7,3.0,2.0,5.0,9.0,1.0
2058,3.6,3.0,4.0,4.0,1.0,1.0
3126,4.3,4.0,5.0,4.1,9.0,1.0
1915,3.6,3.0,4.0,2.0,8.0,1.0
5831,2.9,1.0,2.0,4.1,3.0,1.0
14756,3.9,4.1,3.0,3.0,9.0,1.0
5097,3.8,4.0,2.1,3.0,9.0,1.0
2548,2.7,1.2,3.0,3.0,6.0,1.0
9,2.8,1.1,3.0,2.0,1.0,1.0
7384,2.5,1.1,1.0,2.1,1.0,1.0
2199,3.4,3.0,4.0,4.0,3.0,2.0
5890,3.8,3.0,2.0,5.0,8.0,1.0
1087,2.8,3.0,2.0,2.0,9.0,1.0
1283,2.9,2.9,4.9,4.9,4.0,1.0
15590,3.4,4.0,2.0,2.0,9.0,1.0
6697,3.0,1.1,3.9,4.0,1.0,1.0
5673,3.4,4.0,3.0,5.0,9.0,1.0
2793,3.5,4.1,4.0,5.0,9.0,3.0
829,2.7,1.1,3.1,2.1,2.0,1.0
2528,3.5,1.1,4.0,5.0,3.0,1.0
2485,2.8,1.1,4.0,4.0,2.0,1.0
682,3.4,3.0,3.9,1.0,5.0,1.0
1639,4.4,4.0,4.0,5.0,9.0,5.0
2188,3.0,1.1,4.1,4.9,1.0,1.0
357,3.4,4.1,3.0,5.0,9.0,5.0
729,2.3,3.0,4.0,1.0,6.0,1.0
1891,3.5,3.1,4.0,2.0,5.0,1.0
3133,2.8,1.1,4.0,4.0,4.0,2.0
646,3.7,1.2,4.0,4.1,3.0,1.0
778,4.0,3.9,4.0,2.9,9.0,2.0
4853,3.3,4.0,3.0,3.0,9.0,4.0
953,3.2,3.1,3.0,1.0,6.0,1.0
6405,4.2,4.0,3.0,5.0,9.0,3.0
1978,4.0,4.0,4.0,3.0,7.0,1.0
1966,4.0,3.0,4.9,5.0,9.0,3.0
3124,4.2,4.1,5.0,4.9,9.0,1.0
5089,2.6,1.2,2.9,2.0,1.0,1.0
797,3.3,4.1,3.0,5.0,9.0,4.0
320,4.0,3.9,4.9,3.0,9.0,1.0
542,3.9,3.0,3.1,5.0,9.0,2.0
1896,3.7,1.1,4.9,5.0,3.0,1.0
5684,4.0,3.9,3.0,5.0,9.0,1.0
7091,3.0,2.5,4.0,2.0,7.0,1.0
1726,3.3,3.0,3.9,2.0,5.0,1.0
3135,4.3,4.0,4.0,5.0,9.0,2.0
1816,2.5,1.1,3.0,2.1,1.0,1.0
7339,2.7,1.0,3.0,2.0,4.0,1.0
2346,3.4,3.1,3.0,3.0,5.0,1.0
17733,2.2,1.2,3.9,3.0,5.0,1.0
2342,3.7,4.0,3.1,4.0,7.0,1.0
2370,3.8,4.1,4.1,2.0,9.0,1.0
5755,3.4,3.0,3.0,3.1,5.0,1.0
1790,3.4,4.0,3.0,2.0,9.0,1.0
527,3.3,3.0,3.9,1.0,3.0,1.0
1673,3.9,4.1,2.9,3.0,9.0,2.0
18258,3.6,4.0,3.0,4.0,9.0,1.0
16849,2.7,1.0,4.0,2.9,1.0,1.0
7194,3.4,3.0,2.9,4.0,4.0,1.0
1241,4.0,4.0,3.0,5.0,9.0,3.0
1721,3.7,4.0,4.0,3.0,7.0,1.0
1683,2.6,1.2,3.9,2.0,1.0,1.0
845,3.5,1.2,4.0,4.9,2.0,1.0
1120,2.8,2.1,4.0,2.0,9.0,1.0
2146,3.7,2.9,4.9,3.0,7.0,1.0
3160,3.4,4.1,4.1,3.0,8.0,1.0
1878,4.4,5.0,4.0,2.0,9.0,1.0
847,2.6,1.1,3.0,2.1,3.0,1.0
487,2.6,1.2,3.0,2.9,6.0,1.0
1074,2.8,1.2,4.0,2.0,2.0,1.0
3004,4.6,4.0,4.0,5.0,9.0,5.0
16826,3.5,4.1,3.0,5.0,9.0,2.0
616,2.4,1.1,3.0,1.9,1.0,1.0
2167,3.3,3.0,3.0,4.0,4.0,1.0
715,4.1,4.0,4.0,4.0,9.0,1.0
521,3.3,3.0,3.1,1.9,6.0,1.0
1885,3.8,4.0,4.0,2.0,9.0,1.0
3370,3.6,2.9,4.9,2.9,7.0,1.0
179,2.6,1.2,3.0,3.1,2.0,1.0
407,4.0,3.9,3.1,2.0,9.0,1.0
942,3.2,4.1,3.0,4.0,9.0,3.0
2196,3.9,4.0,4.0,3.0,8.0,1.0
5250,3.0,4.0,4.1,3.0,9.0,1.0
